id , project_slug                                                                            , cve_id          , cwe_id  , cwe_name                                                                                              , github_username       , github_repository_name                  , github_tag                                    , github_url                                                        , advisory_id        , buggy_commit_id                         , fix_commit_ids
203, netty_CVE-2025-24970_netty-4.1.117.Final                                                , CVE-2025-24970  , CWE-20  , CWE-20: Improper Input Validation                                                                     , netty                 , netty                                   , netty-4.1.117.Final                           , https://github.com/netty/netty                                    , GHSA-4g8c-wm8x-jfhw, d1fbda62d3a47835d3fb35db8bd42ecc205a5386, 87f40725155b2f89adfde68c7732f97c153676c4
204, felix-dev_CVE-2025-25247_org.osgi.compendium-1.4.0                                      , CVE-2025-25247  , CWE-79  , CWE-79: Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting')          , apache                , felix-dev                               , org.osgi.compendium-1.4.0                     , https://github.com/apache/felix-dev                               , GHSA-4c37-7m5h-c8m9, c9df37190eddd3a8af4262956436880a3acb8c90, 87513ea3533fdb79d9e2b251410bf2bfbd63941e
205, cassandra_CVE-2025-23015_cassandra-5.0-alpha2                                           , CVE-2025-23015  , CWE-267 , CWE-267: Privilege Defined With Unsafe Actions                                                        , apache                , cassandra                               , cassandra-5.0-alpha2                          , https://github.com/apache/cassandra                               , GHSA-wmcc-9vch-jmx4, 3ddccf45213f69ac282690186484ae7b9c0151ba, 6207a305ba2b0cebc3241e00a843ab5dbf86d2ed
206, s3proxy_CVE-2025-24961_s3proxy-2.5.0                                                    , CVE-2025-24961  , CWE-22  , CWE-22: Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal')                , gaul                  , s3proxy                                 , s3proxy-2.5.0                                 , https://github.com/gaul/s3proxy                                   , GHSA-2ccp-vqmv-4r4x, 83b159ee4b9ffcf3f7d91313592fad88feb3b621, 86b6ee4749aa163a78e7898efc063617ed171980
207, wildfly-core_CVE-2025-23367_27.0.0.Beta7                                                , CVE-2025-23367  , CWE-284 , CWE-284: Improper Access Control                                                                      , wildfly               , wildfly-core                            , 27.0.0.Beta7                                  , https://github.com/wildfly/wildfly-core                           , GHSA-qr6x-62gq-4ccp,                                         , 
208, djl_CVE-2025-0851_v0.30.0                                                               , CVE-2025-0851   , CWE-22  , CWE-22: Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal')                , deepjavalibrary       , djl                                     , v0.30.0                                       , https://github.com/deepjavalibrary/djl                            , GHSA-jcrp-x7w3-ffmg, 503289a69c581e2373e12cff78ea2adc03a8d86f, 7415cc5f72aae69ea9716a5e4f709af03a77a619
209, snowflake-jdbc_CVE-2025-24790_v3.21.1                                                   , CVE-2025-24790  , CWE-276 , CWE-276: Incorrect Default Permissions                                                                , snowflakedb           , snowflake-jdbc                          , v3.21.1                                       , https://github.com/snowflakedb/snowflake-jdbc                     , GHSA-33g6-495w-v8j2, 3236d9840c61cdffa7093c631539523b9d1d6836, 9e1a5acf12406b16c4780ca013f4c4db48b74b59
210, snowflake-jdbc_CVE-2025-24789_v3.21.1                                                   , CVE-2025-24789  , CWE-426 , CWE-426: Untrusted Search Path                                                                        , snowflakedb           , snowflake-jdbc                          , v3.21.1                                       , https://github.com/snowflakedb/snowflake-jdbc                     , GHSA-7hpq-3g6w-pvhf, 9e1a5acf12406b16c4780ca013f4c4db48b74b59, 4f01bb8f9b708c71e7a2111c87371dbfc1d53dd6
211, oic-auth-plugin_CVE-2025-24399_4.452.v2849b_d3945fa_                                    , CVE-2025-24399  , CWE-178 , CWE-178: Improper Handling of Case Sensitivity                                                        , jenkinsci             , oic-auth-plugin                         , 4.452.v2849b_d3945fa_                         , https://github.com/jenkinsci/oic-auth-plugin                      , GHSA-q9cm-88jx-3vfw, 2849bd3945fa4c66fbc89da161d481565f85cdec, 4d7765c854f4f5e6e3c26ed950a26042a7527875
212, cxf_CVE-2025-23184_cxf-3.5.9                                                            , CVE-2025-23184  , CWE-400 , CWE-400: Uncontrolled Resource Consumption                                                            , apache                , cxf                                     , cxf-3.5.9                                     , https://github.com/apache/cxf                                     , GHSA-fh5r-crhr-qrrq,                                         , 
213, jte_CVE-2025-23026_3.1.15                                                               , CVE-2025-23026  , CWE-79  , CWE-79: Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting')          , casid                 , jte                                     , 3.1.15                                        , https://github.com/casid/jte                                      , GHSA-vh22-6c6h-rm8q, 0c7d4ad7a135d169b2db85062d827279e6d86aaf, a6fb00d53c7b8dbb86de933215dbe1b9191a57f1
214, solr_CVE-2025-24814_solr-9.8.0                                                          , CVE-2025-24814  , CWE-059 , Improper Link Resolution Before File Access ('Link Following')                                        , apache                , solr                                    , releases/solr/9.8.0                           , https://github.com/apache/solr                                    , PLACEHOLDER        , PLACEHOLDER                             , PLACEHOLDER
215, nifi_CVE-2025-27017_nifi-2.1.2                                                          , CVE-2025-27017  , CWE-200 , Information Exposure                                                                                  , apache                , nifi                                    , nifi-2.1.2                                    , https://github.com/apache/nifi                                    , GHSA-35gq-cvrm-xf94, 11c215199a02d2249cba3eaa8d8344dcb844bbc3, 48d684500f6ad70f65bfd510db054590c5bc74a9
216, httpcomponents-client_CVE-2025-27820_httpcomponents-client-5.4.1                        , CVE-2025-27820  , CWE-295 , Improper Certificate Validation                                                                       , apache                , httpcomponents-client                   , 5.4.1                                         , https://github.com/apache/httpcomponents-client                   , GHSA-73m2-qfq3-56cx, fc3b11e98bed28a47fe000bf308c3c027d34df83, c68724713ab8e4a41992d230d41f8dfe0a1a7ba5
